date	impfstoff	region	dosen	einrichtung
2021-01-12	moderna	DE-ST	1200	impfzentren
2021-01-12	moderna	DE-SH	2400	impfzentren
2021-01-12	moderna	DE-TH	1200	impfzentren
2021-01-19	comirnaty	DE-BW	111150	impfzentren
2021-01-19	comirnaty	DE-BY	132210	impfzentren
2021-01-19	comirnaty	DE-BE	35100	impfzentren
2021-01-19	comirnaty	DE-BB	23400	impfzentren
2021-01-19	comirnaty	DE-HB	9360	impfzentren
2021-01-19	comirnaty	DE-HH	17550	impfzentren
2021-01-19	comirnaty	DE-HE	63180	impfzentren
2021-01-19	comirnaty	DE-MV	17550	impfzentren
2021-01-19	comirnaty	DE-NI	81900	impfzentren
2021-01-19	comirnaty	DE-NW	181350	impfzentren
2021-01-19	comirnaty	DE-RP	40950	impfzentren
2021-01-19	comirnaty	DE-SL	11700	impfzentren
2021-01-19	comirnaty	DE-SN	40950	impfzentren
2021-01-19	comirnaty	DE-ST	23400	impfzentren
2021-01-19	comirnaty	DE-SH	29250	impfzentren
2021-01-19	comirnaty	DE-TH	23400	impfzentren
2021-01-26	comirnaty	DE-BW	64350	impfzentren
2021-01-26	comirnaty	DE-BY	70200	impfzentren
2021-01-26	comirnaty	DE-BE	23400	impfzentren
2021-01-26	comirnaty	DE-BB	17550	impfzentren
2021-01-26	comirnaty	DE-HB	5850	impfzentren
2021-01-26	comirnaty	DE-HH	11700	impfzentren
2021-01-26	comirnaty	DE-HE	35100	impfzentren
2021-01-26	comirnaty	DE-MV	11700	impfzentren
2021-01-26	comirnaty	DE-NI	46800	impfzentren
2021-01-26	comirnaty	DE-NW	99450	impfzentren
2021-01-26	comirnaty	DE-RP	32760	impfzentren
2021-01-26	comirnaty	DE-SL	5850	impfzentren
2021-01-26	comirnaty	DE-SN	23400	impfzentren
2021-01-26	comirnaty	DE-ST	11700	impfzentren
2021-01-26	comirnaty	DE-SH	17550	impfzentren
2021-01-26	comirnaty	DE-TH	11700	impfzentren
2021-01-31	moderna	DE-BW	12000	impfzentren
2021-01-31	moderna	DE-BY	14400	impfzentren
2021-01-31	moderna	DE-BE	3600	impfzentren
2021-01-31	moderna	DE-BB	2400	impfzentren
2021-01-31	moderna	DE-HB	1200	impfzentren
2021-01-31	moderna	DE-HH	2400	impfzentren
2021-01-31	moderna	DE-HE	7200	impfzentren
2021-01-31	moderna	DE-MV	1200	impfzentren
2021-01-31	moderna	DE-NI	8400	impfzentren
2021-01-31	moderna	DE-NW	18000	impfzentren
2021-01-31	moderna	DE-RP	4800	impfzentren
2021-01-31	moderna	DE-SL	1200	impfzentren
2021-01-31	moderna	DE-SN	4800	impfzentren
2021-01-31	moderna	DE-ST	2400	impfzentren
2021-01-31	moderna	DE-SH	3600	impfzentren
2021-01-31	moderna	DE-TH	2400	impfzentren
2021-02-02	comirnaty	DE-BW	105300	impfzentren
2021-02-02	comirnaty	DE-BY	117000	impfzentren
2021-02-02	comirnaty	DE-BE	35100	impfzentren
2021-02-02	comirnaty	DE-BB	23400	impfzentren
2021-02-02	comirnaty	DE-HB	7020	impfzentren
2021-02-02	comirnaty	DE-HH	17550	impfzentren
2021-02-02	comirnaty	DE-HE	58500	impfzentren
2021-02-02	comirnaty	DE-MV	11700	impfzentren
2021-02-02	comirnaty	DE-NI	70200	impfzentren
2021-02-02	comirnaty	DE-NW	163800	impfzentren
2021-02-02	comirnaty	DE-RP	38610	impfzentren
2021-02-02	comirnaty	DE-SL	5850	impfzentren
2021-02-02	comirnaty	DE-SN	35100	impfzentren
2021-02-02	comirnaty	DE-ST	17550	impfzentren
2021-02-02	comirnaty	DE-SH	23400	impfzentren
2021-02-02	comirnaty	DE-TH	17550	impfzentren
2021-02-06	astra	DE-BW	48000	impfzentren
2021-02-06	astra	DE-BY	52800	impfzentren
2021-02-06	astra	DE-BE	14400	impfzentren
2021-02-06	astra	DE-BB	9600	impfzentren
2021-02-06	astra	DE-HB	2400	impfzentren
2021-02-06	astra	DE-HH	7200	impfzentren
2021-02-06	astra	DE-HE	26400	impfzentren
2021-02-06	astra	DE-MV	7200	impfzentren
2021-02-06	astra	DE-NI	33600	impfzentren
2021-02-06	astra	DE-NW	74400	impfzentren
2021-02-06	astra	DE-RP	16800	impfzentren
2021-02-06	astra	DE-SL	4800	impfzentren
2021-02-06	astra	DE-SN	16800	impfzentren
2021-02-06	astra	DE-ST	9600	impfzentren
2021-02-06	astra	DE-SH	12000	impfzentren
2021-02-06	astra	DE-TH	9600	impfzentren
2021-02-09	comirnaty	DE-BW	99450	impfzentren
2021-02-09	comirnaty	DE-BY	117000	impfzentren
2021-02-09	comirnaty	DE-BE	35100	impfzentren
2021-02-09	comirnaty	DE-BB	25740	impfzentren
2021-02-09	comirnaty	DE-HB	5850	impfzentren
2021-02-09	comirnaty	DE-HH	17550	impfzentren
2021-02-09	comirnaty	DE-HE	58500	impfzentren
2021-02-09	comirnaty	DE-MV	11700	impfzentren
2021-02-09	comirnaty	DE-NI	76050	impfzentren
2021-02-09	comirnaty	DE-NW	163800	impfzentren
2021-02-09	comirnaty	DE-RP	37440	impfzentren
2021-02-09	comirnaty	DE-SL	5850	impfzentren
2021-02-09	comirnaty	DE-SN	35100	impfzentren
2021-02-09	comirnaty	DE-ST	17550	impfzentren
2021-02-09	comirnaty	DE-SH	23400	impfzentren
2021-02-09	comirnaty	DE-TH	17550	impfzentren
2021-02-12	astra	DE-BW	52800	impfzentren
2021-02-12	astra	DE-BY	60000	impfzentren
2021-02-12	astra	DE-BE	16800	impfzentren
2021-02-12	astra	DE-BB	12000	impfzentren
2021-02-12	astra	DE-HB	2400	impfzentren
2021-02-12	astra	DE-HH	9600	impfzentren
2021-02-12	astra	DE-HE	31200	impfzentren
2021-02-12	astra	DE-MV	7200	impfzentren
2021-02-12	astra	DE-NI	38400	impfzentren
2021-02-12	astra	DE-NW	84000	impfzentren
2021-02-12	astra	DE-RP	19200	impfzentren
2021-02-12	astra	DE-SL	4800	impfzentren
2021-02-12	astra	DE-SN	19200	impfzentren
2021-02-12	astra	DE-ST	9600	impfzentren
2021-02-12	astra	DE-SH	14400	impfzentren
2021-02-12	astra	DE-TH	9600	impfzentren
2021-02-15	moderna	DE-BW	24000	impfzentren
2021-02-15	moderna	DE-BY	28800	impfzentren
2021-02-15	moderna	DE-BE	8400	impfzentren
2021-02-15	moderna	DE-BB	6000	impfzentren
2021-02-15	moderna	DE-HB	1200	impfzentren
2021-02-15	moderna	DE-HH	3600	impfzentren
2021-02-15	moderna	DE-HE	14400	impfzentren
2021-02-15	moderna	DE-MV	3600	impfzentren
2021-02-15	moderna	DE-NI	18000	impfzentren
2021-02-15	moderna	DE-NW	39600	impfzentren
2021-02-15	moderna	DE-RP	8400	impfzentren
2021-02-15	moderna	DE-SL	2400	impfzentren
2021-02-15	moderna	DE-SN	8400	impfzentren
2021-02-15	moderna	DE-ST	4800	impfzentren
2021-02-15	moderna	DE-SH	6000	impfzentren
2021-02-15	moderna	DE-TH	4800	impfzentren
2021-02-16	comirnaty	DE-BW	122850	impfzentren
2021-02-16	comirnaty	DE-BY	146250	impfzentren
2021-02-16	comirnaty	DE-BE	40950	impfzentren
2021-02-16	comirnaty	DE-BB	26910	impfzentren
2021-02-16	comirnaty	DE-HB	5850	impfzentren
2021-02-16	comirnaty	DE-HH	17550	impfzentren
2021-02-16	comirnaty	DE-HE	70200	impfzentren
2021-02-16	comirnaty	DE-MV	17550	impfzentren
2021-02-16	comirnaty	DE-NI	87750	impfzentren
2021-02-16	comirnaty	DE-NW	198900	impfzentren
2021-02-16	comirnaty	DE-RP	40950	impfzentren
2021-02-16	comirnaty	DE-SL	11700	impfzentren
2021-02-16	comirnaty	DE-SN	40950	impfzentren
2021-02-16	comirnaty	DE-ST	23400	impfzentren
2021-02-16	comirnaty	DE-SH	29250	impfzentren
2021-02-16	comirnaty	DE-TH	23400	impfzentren
2021-02-19	astra	DE-BW	91200	impfzentren
2021-02-19	astra	DE-BY	108000	impfzentren
2021-02-19	astra	DE-BE	33600	impfzentren
2021-02-19	astra	DE-BB	21600	impfzentren
2021-02-19	astra	DE-HB	7200	impfzentren
2021-02-19	astra	DE-HH	16800	impfzentren
2021-02-19	astra	DE-HE	55200	impfzentren
2021-02-19	astra	DE-MV	14400	impfzentren
2021-02-19	astra	DE-NI	69600	impfzentren
2021-02-19	astra	DE-NW	151200	impfzentren
2021-02-19	astra	DE-RP	36000	impfzentren
2021-02-19	astra	DE-SL	9600	impfzentren
2021-02-19	astra	DE-SN	36000	impfzentren
2021-02-19	astra	DE-ST	19200	impfzentren
2021-02-19	astra	DE-SH	26400	impfzentren
2021-02-19	astra	DE-TH	19200	impfzentren
2021-02-23	comirnaty	DE-BW	122850	impfzentren
2021-02-23	comirnaty	DE-BY	146250	impfzentren
2021-02-23	comirnaty	DE-BE	40950	impfzentren
2021-02-23	comirnaty	DE-BB	29250	impfzentren
2021-02-23	comirnaty	DE-HB	5850	impfzentren
2021-02-23	comirnaty	DE-HH	23400	impfzentren
2021-02-23	comirnaty	DE-HE	72540	impfzentren
2021-02-23	comirnaty	DE-MV	17550	impfzentren
2021-02-23	comirnaty	DE-NI	87750	impfzentren
2021-02-23	comirnaty	DE-NW	198900	impfzentren
2021-02-23	comirnaty	DE-RP	40950	impfzentren
2021-02-23	comirnaty	DE-SL	11700	impfzentren
2021-02-23	comirnaty	DE-SN	46800	impfzentren
2021-02-23	comirnaty	DE-ST	23400	impfzentren
2021-02-23	comirnaty	DE-SH	35100	impfzentren
2021-02-23	comirnaty	DE-TH	23400	impfzentren
2021-02-27	moderna	DE-BW	45600	impfzentren
2021-02-27	moderna	DE-BY	54000	impfzentren
2021-02-27	moderna	DE-BE	15600	impfzentren
2021-02-27	moderna	DE-BB	10800	impfzentren
2021-02-27	moderna	DE-HB	2400	impfzentren
2021-02-27	moderna	DE-HH	7200	impfzentren
2021-02-27	moderna	DE-HE	26400	impfzentren
2021-02-27	moderna	DE-MV	7200	impfzentren
2021-02-27	moderna	DE-NI	32100	impfzentren
2021-02-27	moderna	DE-NW	74400	impfzentren
2021-02-27	moderna	DE-RP	16800	impfzentren
2021-02-27	moderna	DE-SL	3600	impfzentren
2021-02-27	moderna	DE-SN	16800	impfzentren
2021-02-27	moderna	DE-ST	9600	impfzentren
2021-02-27	moderna	DE-SH	12000	impfzentren
2021-02-27	moderna	DE-TH	8400	impfzentren
2021-03-02	comirnaty	DE-BW	134550	impfzentren
2021-03-02	comirnaty	DE-BY	163800	impfzentren
2021-03-02	comirnaty	DE-BE	40950	impfzentren
2021-03-02	comirnaty	DE-BB	31590	impfzentren
2021-03-02	comirnaty	DE-HB	11700	impfzentren
2021-03-02	comirnaty	DE-HH	23400	impfzentren
2021-03-02	comirnaty	DE-HE	76050	impfzentren
2021-03-02	comirnaty	DE-MV	17550	impfzentren
2021-03-02	comirnaty	DE-NI	93600	impfzentren
2021-03-02	comirnaty	DE-NW	216450	impfzentren
2021-03-02	comirnaty	DE-RP	46800	impfzentren
2021-03-02	comirnaty	DE-SL	11700	impfzentren
2021-03-02	comirnaty	DE-SN	52650	impfzentren
2021-03-02	comirnaty	DE-ST	23400	impfzentren
2021-03-02	comirnaty	DE-SH	40950	impfzentren
2021-03-02	comirnaty	DE-TH	29250	impfzentren
2021-03-02	astra	DE-BW	86400	impfzentren
2021-03-02	astra	DE-BY	100800	impfzentren
2021-03-02	astra	DE-BE	28800	impfzentren
2021-03-02	astra	DE-BB	19200	impfzentren
2021-03-02	astra	DE-HB	4800	impfzentren
2021-03-02	astra	DE-HH	14400	impfzentren
2021-03-02	astra	DE-HE	50400	impfzentren
2021-03-02	astra	DE-MV	12000	impfzentren
2021-03-02	astra	DE-NI	62400	impfzentren
2021-03-02	astra	DE-NW	139200	impfzentren
2021-03-02	astra	DE-RP	33600	impfzentren
2021-03-02	astra	DE-SL	7200	impfzentren
2021-03-02	astra	DE-SN	33600	impfzentren
2021-03-02	astra	DE-ST	16800	impfzentren
2021-03-02	astra	DE-SH	24000	impfzentren
2021-03-02	astra	DE-TH	16800	impfzentren
2021-03-09	comirnaty	DE-BW	140400	impfzentren
2021-03-09	comirnaty	DE-BY	175500	impfzentren
2021-03-09	comirnaty	DE-BE	46800	impfzentren
2021-03-09	comirnaty	DE-BB	35100	impfzentren
2021-03-09	comirnaty	DE-HB	5850	impfzentren
2021-03-09	comirnaty	DE-HH	23400	impfzentren
2021-03-09	comirnaty	DE-HE	81900	impfzentren
2021-03-09	comirnaty	DE-MV	23400	impfzentren
2021-03-09	comirnaty	DE-NI	105300	impfzentren
2021-03-09	comirnaty	DE-NW	234000	impfzentren
2021-03-09	comirnaty	DE-RP	52650	impfzentren
2021-03-09	comirnaty	DE-SL	12870	impfzentren
2021-03-09	comirnaty	DE-SN	52650	impfzentren
2021-03-09	comirnaty	DE-ST	29250	impfzentren
2021-03-09	comirnaty	DE-SH	35100	impfzentren
2021-03-09	comirnaty	DE-TH	29250	impfzentren
2021-03-09	astra	DE-BW	127200	impfzentren
2021-03-09	astra	DE-BY	151200	impfzentren
2021-03-09	astra	DE-BE	43200	impfzentren
2021-03-09	astra	DE-BB	28800	impfzentren
2021-03-09	astra	DE-HB	7200	impfzentren
2021-03-09	astra	DE-HH	21600	impfzentren
2021-03-09	astra	DE-HE	72000	impfzentren
2021-03-09	astra	DE-MV	19200	impfzentren
2021-03-09	astra	DE-NI	91200	impfzentren
2021-03-09	astra	DE-NW	206400	impfzentren
2021-03-09	astra	DE-RP	48000	impfzentren
2021-03-09	astra	DE-SL	12000	impfzentren
2021-03-09	astra	DE-SN	48000	impfzentren
2021-03-09	astra	DE-ST	26400	impfzentren
2021-03-09	astra	DE-SH	33600	impfzentren
2021-03-09	astra	DE-TH	24000	impfzentren
2021-03-15	astra	DE-BW	48000	impfzentren
2021-03-15	astra	DE-BY	57600	impfzentren
2021-03-15	astra	DE-BE	16800	impfzentren
2021-03-15	astra	DE-BB	12000	impfzentren
2021-03-15	astra	DE-HB	2400	impfzentren
2021-03-15	astra	DE-HH	7200	impfzentren
2021-03-15	astra	DE-HE	28800	impfzentren
2021-03-15	astra	DE-MV	7200	impfzentren
2021-03-15	astra	DE-NI	36000	impfzentren
2021-03-15	astra	DE-NW	79200	impfzentren
2021-03-15	astra	DE-RP	16800	impfzentren
2021-03-15	astra	DE-SL	4800	impfzentren
2021-03-15	astra	DE-SN	16800	impfzentren
2021-03-15	astra	DE-ST	9600	impfzentren
2021-03-15	astra	DE-SH	12000	impfzentren
2021-03-15	astra	DE-TH	9600	impfzentren
2021-03-16	comirnaty	DE-BW	146250	impfzentren
2021-03-16	comirnaty	DE-BY	175500	impfzentren
2021-03-16	comirnaty	DE-BE	46800	impfzentren
2021-03-16	comirnaty	DE-BB	29250	impfzentren
2021-03-16	comirnaty	DE-HB	11700	impfzentren
2021-03-16	comirnaty	DE-HH	23400	impfzentren
2021-03-16	comirnaty	DE-HE	81900	impfzentren
2021-03-16	comirnaty	DE-MV	17550	impfzentren
2021-03-16	comirnaty	DE-NI	105300	impfzentren
2021-03-16	comirnaty	DE-NW	234000	impfzentren
2021-03-16	comirnaty	DE-RP	52650	impfzentren
2021-03-16	comirnaty	DE-SL	12870	impfzentren
2021-03-16	comirnaty	DE-SN	52650	impfzentren
2021-03-16	comirnaty	DE-ST	29250	impfzentren
2021-03-16	comirnaty	DE-SH	40950	impfzentren
2021-03-16	comirnaty	DE-TH	23400	impfzentren
2021-03-21	moderna	DE-BW	56400	impfzentren
2021-03-21	moderna	DE-BY	67200	impfzentren
2021-03-21	moderna	DE-BE	26400	impfzentren
2021-03-21	moderna	DE-BB	13200	impfzentren
2021-03-21	moderna	DE-HB	3600	impfzentren
2021-03-21	moderna	DE-HH	9600	impfzentren
2021-03-21	moderna	DE-HE	32400	impfzentren
2021-03-21	moderna	DE-MV	8400	impfzentren
2021-03-21	moderna	DE-NI	40800	impfzentren
2021-03-21	moderna	DE-NW	92400	impfzentren
2021-03-21	moderna	DE-RP	20400	impfzentren
2021-03-21	moderna	DE-SL	4800	impfzentren
2021-03-21	moderna	DE-SN	20400	impfzentren
2021-03-21	moderna	DE-ST	10800	impfzentren
2021-03-21	moderna	DE-SH	14400	impfzentren
2021-03-21	moderna	DE-TH	10800	impfzentren
2021-03-23	comirnaty	DE-BW	146250	impfzentren
2021-03-23	comirnaty	DE-BY	169650	impfzentren
2021-03-23	comirnaty	DE-BE	46800	impfzentren
2021-03-23	comirnaty	DE-BB	29250	impfzentren
2021-03-23	comirnaty	DE-HB	5850	impfzentren
2021-03-23	comirnaty	DE-HH	23400	impfzentren
2021-03-23	comirnaty	DE-HE	81900	impfzentren
2021-03-23	comirnaty	DE-MV	23400	impfzentren
2021-03-23	comirnaty	DE-NI	105300	impfzentren
2021-03-23	comirnaty	DE-NW	234000	impfzentren
2021-03-23	comirnaty	DE-RP	52650	impfzentren
2021-03-23	comirnaty	DE-SL	11700	impfzentren
2021-03-23	comirnaty	DE-SN	52650	impfzentren
2021-03-23	comirnaty	DE-ST	29250	impfzentren
2021-03-23	comirnaty	DE-SH	35100	impfzentren
2021-03-23	comirnaty	DE-TH	29250	impfzentren
2021-03-23	astra	DE-BW	26400	impfzentren
2021-03-23	astra	DE-BY	33600	impfzentren
2021-03-23	astra	DE-BE	9600	impfzentren
2021-03-23	astra	DE-BB	7200	impfzentren
2021-03-23	astra	DE-HB	2400	impfzentren
2021-03-23	astra	DE-HH	4800	impfzentren
2021-03-23	astra	DE-HE	14400	impfzentren
2021-03-23	astra	DE-MV	4800	impfzentren
2021-03-23	astra	DE-NI	19200	impfzentren
2021-03-23	astra	DE-NW	43200	impfzentren
2021-03-23	astra	DE-RP	9600	impfzentren
2021-03-23	astra	DE-SL	2400	impfzentren
2021-03-23	astra	DE-SN	9600	impfzentren
2021-03-23	astra	DE-ST	4800	impfzentren
2021-03-23	astra	DE-SH	7200	impfzentren
2021-03-23	astra	DE-TH	4800	impfzentren
2021-03-26	astra	DE-BW	26400	impfzentren
2021-03-26	astra	DE-BY	31200	impfzentren
2021-03-26	astra	DE-BE	9600	impfzentren
2021-03-26	astra	DE-BB	7200	impfzentren
2021-03-26	astra	DE-HB	2400	impfzentren
2021-03-26	astra	DE-HH	4800	impfzentren
2021-03-26	astra	DE-HE	14400	impfzentren
2021-03-26	astra	DE-MV	4800	impfzentren
2021-03-26	astra	DE-NI	19200	impfzentren
2021-03-26	astra	DE-NW	43200	impfzentren
2021-03-26	astra	DE-RP	9600	impfzentren
2021-03-26	astra	DE-SL	2400	impfzentren
2021-03-26	astra	DE-SN	9600	impfzentren
2021-03-26	astra	DE-ST	4800	impfzentren
2021-03-26	astra	DE-SH	7200	impfzentren
2021-03-26	astra	DE-TH	4800	impfzentren
2021-03-30	comirnaty	DE-BW	146250	impfzentren
2021-03-30	comirnaty	DE-BY	169650	impfzentren
2021-03-30	comirnaty	DE-BE	46800	impfzentren
2021-03-30	comirnaty	DE-BB	29250	impfzentren
2021-03-30	comirnaty	DE-HB	11700	impfzentren
2021-03-30	comirnaty	DE-HH	23400	impfzentren
2021-03-30	comirnaty	DE-HE	81900	impfzentren
2021-03-30	comirnaty	DE-MV	17550	impfzentren
2021-03-30	comirnaty	DE-NI	105300	impfzentren
2021-03-30	comirnaty	DE-NW	234000	impfzentren
2021-03-30	comirnaty	DE-RP	52650	impfzentren
2021-03-30	comirnaty	DE-SL	11700	impfzentren
2021-03-30	comirnaty	DE-SN	52650	impfzentren
2021-03-30	comirnaty	DE-ST	29250	impfzentren
2021-03-30	comirnaty	DE-SH	40950	impfzentren
2021-03-30	comirnaty	DE-TH	23400	impfzentren
2021-03-30	comirnaty	DE-BW	0	impfzentren
2021-03-30	comirnaty	DE-BY	105300	impfzentren
2021-03-30	comirnaty	DE-BE	0	impfzentren
2021-03-30	comirnaty	DE-BB	0	impfzentren
2021-03-30	comirnaty	DE-HB	0	impfzentren
2021-03-30	comirnaty	DE-HH	0	impfzentren
2021-03-30	comirnaty	DE-HE	0	impfzentren
2021-03-30	comirnaty	DE-MV	0	impfzentren
2021-03-30	comirnaty	DE-NI	0	impfzentren
2021-03-30	comirnaty	DE-NW	0	impfzentren
2021-03-30	comirnaty	DE-RP	23400	impfzentren
2021-03-30	comirnaty	DE-SL	81900	impfzentren
2021-03-30	comirnaty	DE-SN	93600	impfzentren
2021-03-30	comirnaty	DE-ST	11700	impfzentren
2021-03-30	comirnaty	DE-SH	0	impfzentren
2021-03-30	comirnaty	DE-TH	35100	impfzentren
2021-04-02	moderna	DE-BW	88800	impfzentren
2021-04-02	moderna	DE-BY	103200	impfzentren
2021-04-02	moderna	DE-BE	21600	impfzentren
2021-04-02	moderna	DE-BB	19200	impfzentren
2021-04-02	moderna	DE-HB	4800	impfzentren
2021-04-02	moderna	DE-HH	14400	impfzentren
2021-04-02	moderna	DE-HE	48000	impfzentren
2021-04-02	moderna	DE-MV	13200	impfzentren
2021-04-02	moderna	DE-NI	63600	impfzentren
2021-04-02	moderna	DE-NW	141600	impfzentren
2021-04-02	moderna	DE-RP	32400	impfzentren
2021-04-02	moderna	DE-SL	8400	impfzentren
2021-04-02	moderna	DE-SN	32400	impfzentren
2021-04-02	moderna	DE-ST	18000	impfzentren
2021-04-02	moderna	DE-SH	22800	impfzentren
2021-04-02	moderna	DE-TH	18000	impfzentren
2021-04-03	astra	DE-BW	237600	impfzentren
2021-04-03	astra	DE-BY	285600	impfzentren
2021-04-03	astra	DE-BE	72000	impfzentren
2021-04-03	astra	DE-BB	50400	impfzentren
2021-04-03	astra	DE-HB	14400	impfzentren
2021-04-03	astra	DE-HH	38400	impfzentren
2021-04-03	astra	DE-HE	129600	impfzentren
2021-04-03	astra	DE-MV	31200	impfzentren
2021-04-03	astra	DE-NI	165600	impfzentren
2021-04-03	astra	DE-NW	384000	impfzentren
2021-04-03	astra	DE-RP	86400	impfzentren
2021-04-03	astra	DE-SL	16800	impfzentren
2021-04-03	astra	DE-SN	84000	impfzentren
2021-04-03	astra	DE-ST	45600	impfzentren
2021-04-03	astra	DE-SH	57600	impfzentren
2021-04-03	astra	DE-TH	45600	impfzentren
2021-04-07	comirnaty	DE-BW	239850	impfzentren
2021-04-07	comirnaty	DE-BY	286650	impfzentren
2021-04-07	comirnaty	DE-BE	81900	impfzentren
2021-04-07	comirnaty	DE-BB	52650	impfzentren
2021-04-07	comirnaty	DE-HB	17550	impfzentren
2021-04-07	comirnaty	DE-HH	40950	impfzentren
2021-04-07	comirnaty	DE-HE	134550	impfzentren
2021-04-07	comirnaty	DE-MV	35100	impfzentren
2021-04-07	comirnaty	DE-NI	175500	impfzentren
2021-04-07	comirnaty	DE-NW	386100	impfzentren
2021-04-07	comirnaty	DE-RP	77220	impfzentren
2021-04-07	comirnaty	DE-SL	23400	impfzentren
2021-04-07	comirnaty	DE-SN	87750	impfzentren
2021-04-07	comirnaty	DE-ST	46800	impfzentren
2021-04-07	comirnaty	DE-SH	64350	impfzentren
2021-04-07	comirnaty	DE-TH	46800	impfzentren
2021-04-07	comirnaty	DE-BW	126684	arztpraxen
2021-04-07	comirnaty	DE-BY	149688	arztpraxen
2021-04-07	comirnaty	DE-BE	38364	arztpraxen
2021-04-07	comirnaty	DE-BB	26148	arztpraxen
2021-04-07	comirnaty	DE-HB	7116	arztpraxen
2021-04-07	comirnaty	DE-HH	19824	arztpraxen
2021-04-07	comirnaty	DE-HE	72012	arztpraxen
2021-04-07	comirnaty	DE-MV	23328	arztpraxen
